Test Text,True Label,Top 5 Similar Label 0,Top 5 Similar Label 1
indonesiaku sedang berberdaya gunaan yang menolak perdamaian berarti mereka menolak nkri dan pancasila . <hashtag>,1,"Damailah Indonesiaku <hashtag>
Fase dimana negara menginginkan perdamaian dengan cara yang tak lazim tapi indah . <hashtag>
Meski berbeda pilihan tapi kita tetap satu yaitu Indonesia . Marilah kita bersama menjaga kembali persatuan & kesatuan republik merah putih kita ini dengan jalan yg damai juga tentram <hashtag>
<hashtag> Apapun hasilnya kita semua tetap cinta NKRI 👏
Amin Pancasila msh sakti di Indonesia . Bhinneka Tunggal Ika msh kokoh di bumi Indonesia . NKRI akan selalu BERJAYA
Rusuh Kok Bangga Gaduh Kok Bangga Hoax Kok Bangga Fitnah Kok Bangga ... Taubat Wooooooyyy Emang udah engga ada yang bermanfaat buat negeri ini selain itu ? Gunakan OTAK !!! <hashtag> <hashtag> <hashtag>
Indonesia penuh keberagaman <hashtag>","Ini Indonesia tercinta ku .... Kalau khilafah dan kadrun monggo buat negara sendiri sana ... Berjasa engga buat negara ngerecokin iya .. kadal!!! <hashtag> <hashtag>
Negeri yang kaya akan budaya ini sedang sakit:(( pesta demokrasi yang harusnya dirayakan ramai ramai penuh kedamaian malah berujung brutal dan barbar . <hashtag> <hashtag> Mari kita hapus kan kubu 01 dan 02 .Kita tegakkan kubu 03 PERSATUAN INDONESIA
Satu kata unt indonesia MEMBANGGAKAN . Level demokrasi sdh tinggi yang <hashtag> mhn mf anda akan tertinggal ke dpn negara ini akan maju dn disegani .
Saya rela mengembalikan kepada negara TAPI ....... kalau rela tidak harus pakai tapi dong bapak <username> Bilang saja Saya yang menguasai dan saya tidak rela bagi2 :D
Selamat datang di Indonesia di mana ucapan tidak suka akan selalu dianggap sebagai menyebar kebencian
Saya tidak menyesal memilih Prabowo-Sandi tapi saya menyayangkan sikap Prabowo yang berkompromi dengan bapak Jokowi . Setelah ini Golput adalah jalan terbaik untuk saya pribadi . Good bye Prabowo <hashtag>
Welcome to Indonesia apa2 dikomersilkan. Di luar negeri malah didiskon dan dibagi gratis demi kemanusiaan."
Belanjanya di kedai tek er dekat rumah aja .. gak bayar parkir <hashtag>,0,"<username> <username> <username> <username> Terus mobil dinas yg sdh terlanjur dibeli ada dmn tuh? Di rmh wowo ya?
<username> ""Pasar Senen dimana?"" - Nia Ramadhani
<username> Yg ini ga usah lu cek harga pasarnya ya <link>
Baru Kemaren beli baju buah sama kue ditransmart nyesel jadinya tapi untung nabungnya ngga di bank mega <hashtag> <link>
<hashtag> Syok Lihat Uang Cash Inul Daratista Rp 10 Juta Nia Ramadhani Sindir Tajam: Gete <link>
Sosialita Hong Kong Asal RI Bisnis Tas Hermes Palsu & Tipu Wanita Kaya LA <link>
Pengusaha tak tau balas budi lupa akar otak kampret ! Masih banyak aplikasi belanja online lain ! Beralih ke Tokopedia atau Shoppee dll yg masih waras !","Dukung Buka lapak sebatas tulisan doang :D :D belanja saja kagak pernah sok sokan dukung :D :D :D :D
Beli gorengan 80juta Kenyaaang :v <hashtag>
Terimakasih wan abud <username> Berkat anda ane bisa mancing ikan mas dari depan pager rumah .. <hashtag> <hashtag>
Berkah apaan pusing mau cari nafkah tidak bisa uang pas2an rmh kebanjiran kacau nih Gabeneer!!<hashtag>
jangan boros kamu masih celaka baek ngopi coeg <hashtag>
Jangan boros Kamu masih miskin Baek ngopi coeg <hashtag>
<username> Mulia sekali suami tersebut rela menjual istrinya dgn harga murah demi memenuhi kebutuhan sehari-hari."
<username> <username> Jangan kasih kendor maju terus <hashtag> <hashtag>,0,"<username> <username> <username> <username> Kalau benar kenapa musti takut maju terus <username>
<username> Ga ada urusan dg <username> sikat terus jangan mundur dukung <username>
<username> Setuju <hashtag>
<username> <username> <username> <username> Hahaha akan kah keluar <hashtag>
<username> <username> Ada tambahan buat nabung <hashtag>
<username> <username> <username> <hashtag>
<username> <username> <username> <username> <username> tinggal pecat ....","Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Kita Dukung ! <hashtag>
Terima Kasih Pak <username> <hashtag>
adab tapi penyilap ! <hashtag>
Permisi generasi optimis mau lewat . Politisi tukang sebar fitnah hoax apalagi <hashtag> tolong minggir dulu ya .. <hashtag>
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>"
<username> Udah Dungu ... Buta Hati pulak . <hashtag>,0,"<username> Goblok ih hahaha
<username> goblok ..
<username> Kebalikkk ...
<username> <username> <username> Pingin peluuukkkkk .... 😂😂😂😂
<username> <username> Tolol
<username> Tolol
<username> Tolol wkwkwk","<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
merasa bodoh itu manusiawi <hashtag>
Wawww ... amanjing bangettttts <hashtag> <hashtag>
mengagumkan .. sungguh sangat amat transparan .. <hashtag>
adab tapi penyilap ! <hashtag>"
<username> <username> Korupsi 10m diganjar 1th 4bln termasuk diobral nih vonis . Benar era sontoloyo .,0,"<username> <username> <username> Pak <username> mohon segera berlakukan hukuman mati bagi pejabat negara yg merangkap jabatan sebagai koruptor juga
<username> Rezim Sontoloyo
<username> Rezim Cebong sontoloyo membuat rakyat sengsara.. .. !!
<username> Yg butuh Nediem hanya rezim Sontoloyo
KPK dan jaksanya keras tp hakimnya sontoloyo . Kalau banding kerjanya hanya mengurangi hukuman . Sejak tdk ada Artijo Alkostar terdakwa selalu pengen banding <link>
<username> Di era presiden sontoloyo
<username> <username> Harus ditegur itu bpk bpk <username> krn sudah matiin rezeki baru 2 thn mulai menikmati apbd lagi stlh Ahok berhasil di lengserkan eh skr muncul lagi <username> jadi sandungan","Dulu waktu menggugat hasil Pilpres 2014 juga dilakukan hari terakhir . Gembar-gembornya akan bawa 10 truk kontainer bukti kecurangan ternyata 1 trukpun tidak pernah muncul . OMONG KOSONG ! Berpikir BESAR kemudian beraksi . Melawak . Ngibul . ???? <hashtag> pic .twitter .com/Lua04NiUY5
<username> <username> <username> <username> Iyaa kak anak2 Skrang tidak pandai mempelajari sejarah tapi untuk korupsi sekelas pejabat kitaa syukurlah makin tahun makin mengalami peningkatan semua berjalan sistematis dan terstruktur ..
<username> Terlalu cinta dgn om Anies melanggar hukum pun dilakukan :(
Bukti Sikap Mulia kalian2 yang bikin onar tukang hoax fitnah aparat belum sadarkah kalian? tidak malukah kalian? terutama Amien Rais <hashtag>-YutLipu-TaLapan added BARESKRIM POLRI
Ahok mmg betul jitu banget menyebut kalau <username> kelewat pinter .... Pinter 4 ng - ngibul - ngelez - ngambinghitamkan orang - ngarang alasan Bangsa ini berharap besar <hashtag> <link>
<username> kepedeannya saya kasih jempol kaki. pasti dah ni contoh warga idaman rezim sontoloyo
Novanto 22 kali berobat keluar lapas itu artinya 22 kali pula Novanto jalan jalan bukan untuk berobat tapi plesiran ... ?? Penyakit yang paling parah diderita setyanovanto adalah syaraf otaknya kejepit"
<username> Lah ada lagi level tukang kebon klo dari kacamata Anies mah Dah cari duit lagi sana ga usah ganggu otak kapitalis sok sok an masuk wilayah birokrasi yang ada korupsi ...,0,"<username> <username> <username> <username> Amin!!!! Semoga mereka kuat menghadapi banyaknya birokrat dan pejabat korup yang terganggu sumber keuangannya .
<username> <username> <username> <username> <username> <username> hahaha belum banyak bergaul dgn maling APBD 🤣
<username> <username> <username> <username> <username> Tuhan gak perlu di takuti dasar pekok Lu . !!!!! Tuhan harus di sembah serta jalani ajaran nya tidak perlu di takuti .yg perlu di takuti itu preman yg suka nggarong duit rakyat DKI .
<username> <username> Embuh Bos .... ngrasakne negoroku dewe wae marai mumet• Yang teriak kopar kapir dikit-dikit haram penistaan tetek bengek Yang lagi hits ngelem Aibon mark up anggaran & pejabat korup Apalagi .... ormas kadrun monaslimin
<username> Ayo serang Anies man ..
<username> <username> kalau yg ini disebut apa ??? Anies masih mendingan dia datang belakangan JKW udh dr 6 thn lalu bo ! <link>
Gak ngebayang tuh parabongs kalau jokowi berbaik hubungan dgn Anies kembali . Bisa makin kalap tuh parabongs . Partaipun jadi tambah sontoloyo . <link>","Pinter Anies, bukan cuma warga Jakarta aja yg dibego begoin. Tuhan aja mau di bego begoin si Anies...hahahahahahaha.....
<username> DITANGAN ANIES TANAH ABANG KEMBALI SEPERTI DULU LAGI . SEMAKIN SEMRAWUT SEMAKIN BANYAK uang MENGALIR PAHAM KHAN KENAPA HAJI LULUNG PRO ANIES
<username> Terlalu cinta dgn om Anies melanggar hukum pun dilakukan :(
anies mmg punya banyak kelebihan. punya kekebalan hukum punya kunci syurga. namun kelebihan anies yang sangat menonjol hanya satu...dia lebih bodo ????
<username> Terima kasih bapak Anies Baswedan Cebong mah mana ngarti kalau itu mah hanya AER yang lagi NGANTRI bukan BANJER ! DASAR CEBONG !
Ahok mmg betul jitu banget menyebut kalau <username> kelewat pinter .... Pinter 4 ng - ngibul - ngelez - ngambinghitamkan orang - ngarang alasan Bangsa ini berharap besar <hashtag> <link>
Cawagub DKI Riza Patria: Susah Cari Kekurangan Anies Dia Banyak Kelebihan Iya bener banyak kelebihan nya terutama bohongin rakyat DKI Jakarta pakai mayat dan ayat.<hashtag>"
<username> Seneng loh baca2 komen disini ... banyak yang pinter ternyata rakyat indonesia .... yang kepinteran juga banyak ... yang dong dong juga buanyak banget ... 😋,0,"<username> Haha .. lagian kamu nulis di bio anti orang tolol ....
<username> <username> tuh kan .. giliran ada yg komen beras pasukan sontoloyo indonesia ngilang seribu bahasa
capek liat orang tolol semua . <link>
<username> halloo bung Teri .. salam dari wong ndeso ..😃 <link>
Alhamdulillah suatu kebanggaan bisa bertatap dengan orang-orang yang menginspirasi <username> <username> <username> <username>
<username> Mantab . Bisa terancam dibilang terbelakang nih sama org terbelakang dari kader partai sontoloyo indonesia . Cc <username>
<username> <username> Pemimpin TOLOL ya gini","<username> ini sebetulnya banyak di isi orang-orang pintar .. Pintar ngeles??
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Hai <username> videonya keren loh..?? Langsung trending ditiktok..?? Sering sering yaaa partai Allah bikin beginian..?????? Goyaaaaaaang kuyyyyyyy..????????
<username> kepedeannya saya kasih jempol kaki. pasti dah ni contoh warga idaman rezim sontoloyo
<username> Welcome to Indonesia. Presiden wakil presiden. DPR. Dan para menteri. Hobi.nya main sandiwara. Mereka yang bikin mereka pula yang gaduh..
Cerdaaas... Beruntunglah bagi mereka yg mengenal tanda²...Tanda ketidakbecusan <username> Memimpin jakarta.. <hashtag>
terlalu keren bahasanya.koruptor, Bilang aja maling /rampok <username>"
Kesaksian <username> tentang penilaian <username> terhadap <username> Kesimpulannya <username> didampingi cawap… <link>,0,"<username> <username> <username> <hashtag>
<username> <username> <username> <username> <username> tinggal pecat ....
<username> Setuju <hashtag>
<username> Ketemu sama <username> ga ya? =)) <link>
<username> <username> <username> <username> Mantaabb.....👍👍
<username> <username> <username> 😁👆ngeles ala plagiator 😂😂😂
<username> <username> <username> Di tanya apa jawab apa ..😂","<username> Smart dalam mbuang2 anggaran dgn cara pasang-bongkar-pasang? <username> <username> <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
Bapak <username> mau jadi presiden ?? <hashtag>
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda...
Alhamdulillah terimakasih ya Allah masyarakat melihat siapa kandidat yang berpotensi memalukan :D :D <hashtag> <hashtag>
Terima Kasih Pak <username> <hashtag>"
<username> Lempar botol? Anjing kok tolol si bangsat,0,"<username> YEUUUU ANJING TOLOL BANGSAT GAK GUNA LO GOBLOK
<username> diem kamu anjing
<username> Tolol
<username> Tolol wkwkwk
<username> KAMU ANJING BANGSAT TAI BEGO TOLOL GILA MONYET
<username> emg lu tolol
<username> Goblok","<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk
<username> Mantap coi .....jancuker sejati otak waras....koruptor anjing di pelihara
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<hashtag> . kasihan ... kasihan ... kasihan..... Import air ah biar kelihatan begonya gkgkgkgkgk
merasa bodoh itu manusiawi <hashtag>
pencetus kalimat partai allah mengedukasi generasi spesies untuk saling berujar kebencian <hashtag>"
Apa jadinya negeri ini kalau dipimpin oleh bandar dan pengguna narkoba <hashtag>,0,"Mau jadi apa negeri ini kalo di pimpin penyebar hoax
Indonesia penuh keberagaman <hashtag>
Kenapa menjadi soal kalau Menteri bukan dari kalangan atau golongan tertentu? Memangnya NKRI ini milik nenek moyang mu sendiri? <hashtag>
bahaya deh kalo ada center hoax .. Masyarakat yang pintar jangan sampai kena isue2 bodoh ya .. <hashtag>
negarawan sejati itu akan selalu menjadi pemersatu bangsa :) <hashtag> <hashtag>
<username> PENDUKUNG LU BIKIN MALU NEGARA !!! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
DPR INDONESIA ??? <hashtag>","dia kira masyarakat akan beriktikad pd hoax center di mana pencipta sekaligus merangkap menjadi penangkal hoax?
Welcome to indonesia yang dmn pelaku pembullyan dibela pelaku pemerkosa ditutup identitasnya dan korban pemerkosannya disalahkan dr segala sudut pandang??
Negeri yang kaya akan budaya ini sedang sakit:(( pesta demokrasi yang harusnya dirayakan ramai ramai penuh kedamaian malah berujung brutal dan barbar . <hashtag> <hashtag> Mari kita hapus kan kubu 01 dan 02 .Kita tegakkan kubu 03 PERSATUAN INDONESIA
ANIES KEREENNN ... Kontras Diskotek Colosseum Pernah Digerebek BNN Kini Diganjar Penghargaan <hashtag> Fpi kejang2 Gnpf Wellcome
<username> Welcome to indonesia dimana orang bakal buang otak demi pemes
Wah keren. . . Koruptor saja mau dijadikan kapolri. . .wkwkwk apa kata dunia?
Punya Hoax Center tapi tidak punya Program Kerja itu buat apa.? Indonesia butuh pemimpin yang fokus bekerja bukan fokus menebarkan berita hoax.'"
<username> <username> WASPADA MANUVER POLITIK NU GARIS BENGKOK CARI KURSI MENTRI <hashtag> <hashtag>,0,"Alih-alih jadi oposisi setelah kalah bersaing melawan <username> <username> dan <username> justru bergabung dalam barisan pemerintah . Lobi politik seperti apa yang dilakukan Prabowo? Simak dalam collection ""Prabowo Dari Seteru ke Sekutu"" di <link> . <hashtag> <link>
<username> <username> <username> Saya harap jika Pilkada (Pilgub) teruntuk <username> jangan lagi ikut gabung dengan <username> secara tidak langsung citra partai <username> rusak ....
Ketua Umum PP Pemuda Muhammadiyah <username> Dalam Acara Dialog Prime News <username> Sabtu 26 Oktober 2019 Dengan Tema Kabinet Anti Radikalisme Jokowi Apa Targetnya? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> Rapatkan barisan satukan tekad demi Indonesia Damai . <hashtag>
tukang bikin drama politik dan akar kekisruhan <hashtag>
<username> Siap PRESIDEN <hashtag>
<hashtag> sampah politik indonesia ! tenggelamkan <username> partai muna sejagat !","Permisi generasi optimis mau lewat . Politisi tukang sebar fitnah hoax apalagi <hashtag> tolong minggir dulu ya .. <hashtag>
Pemilu menentukan masa depan bangsa ? Prettt ! Pemilu itu hanya menentukan siapa yang berkuasa itu saja <hashtag>
<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Saya <hashtag> untuk legowo dalam pilpres dan segera <hashtag> !!!!
<username> semangat ?????? jakarta hancur ditangan anies . monas digunduli demi formula ... tragis <hashtag> <hashtag>
<username> Smart dalam mbuang2 anggaran dgn cara pasang-bongkar-pasang? <username> <username> <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>"
<username> .....katanya kecewa dengan pinjaman dari saudi.....ko malah ke sana.....,0,"Tuntas kan pak <username> saya ngak rela uang rakyat di kayaginiin . <hashtag> <hashtag> <link>
<username> ngaku muslim tapi benci Arab . Giliran haji dan umroh ke Arab juga . Kan mantap .. 🙃 Sontoloyo nya 🤣🤣
<username> Pernyataan yg tidak patut dari sorang pejabat pemerintah ... Gitu bngt nyari duit pud ..
Sedih Melihat Hukum Negeri Ini . <hashtag> <link>
<hashtag> Syok Lihat Uang Cash Inul Daratista Rp 10 Juta Nia Ramadhani Sindir Tajam: Gete <link>
Sekarang ada yang menerima hasil dari tuduhannya sendiri terlalu picik memang .
<username> <username> yang bajingan bangsat itu yang beli lahan milik pemda DKI sendiri .","Katanya bukan negara Islam tapi kok makai dana-dana umat Islam.?
memang bangun tol pakai uang situ? Hilih
<username> Welcome to Indonesia yang tidak tahu budi sopan santun asal ketus nuduh sembarangan. Dia yang salah ehh dia yang Galak . Allaah Maha Membalas kog buu
<username> DITANGAN ANIES TANAH ABANG KEMBALI SEPERTI DULU LAGI . SEMAKIN SEMRAWUT SEMAKIN BANYAK uang MENGALIR PAHAM KHAN KENAPA HAJI LULUNG PRO ANIES
untuk ngurus negara sebesar indonesia ini tidak punya konsep? Katanya udah pengalaman . <hashtag>
Ngumpulin koin buat pembangunan gedung KPK? tidak malu apa? Satu lagi yang sudah menjadi budaya Indonesia . MENGEMIS !
Selamat datang d negara +62 . yang ngelawan begal d penjara yang berdemokrasi menyampaikan aspirasi ditangkap dan d kira propokasi dg perlakuan tidak manusiawi . yang mungut karet bekas malah d penjara . Apa kabar para korupsi yang malah disembunyikan para pejabat? <hashtag>"
Emng gk cocok bu irma .ah jngn mimpi presiden deh .jauh ... kata2 dl br tindkan ..ibratnya wooii kebakaran ... ngomng dl bru ambil air ..keburu habis pak2 ..😁 <hashtag> <link>,0,"<username> Mantap ... Tarrriiiikkkh mang
AWAS LU ZONK ... DICIDUK NANTI JANGAN NANGIS <hashtag> <hashtag> <hashtag>
Tuntas kan pak <username> saya ngak rela uang rakyat di kayaginiin . <hashtag> <hashtag> <link>
dasar kau bajingan matanya jelalatan ngentutan elek pisan .!!!!
Mulutnya melebihi mulut emak ngoceh muak dah <hashtag>
<username> <username> Iya Bunda kolam akan selalu abadi bergejolak kepanasan😁
<username> Semoga bisa wujudin keinginan yg belum tercapai <hashtag>","<hashtag> . kasihan ... kasihan ... kasihan..... Import air ah biar kelihatan begonya gkgkgkgkgk
<username> Betul banget susah sekali nyri kekurangan bapak Gub Anies. Berkat beliaulah air bah rasa berkah.
horeeee ... ... ðÿ'ðÿ'ðÿ' mantaaab ðÿ' sepak terjang bejat andre dengan menjebak nn bakal diseret ke meja hijau. dukung nn dengan: <hashtag>
Istana Presiden Kebanjiran Luar biasaaaa.. Janji kampanye <username> sudah terealisasi. Sediakan kolam untuk warga Jakarta.! <hashtag>
Horeeee......?????? Mantaaab ?? Kelakuan bejat Andre Dengan menjebak NN Bakal diseret ke meja hijau. Dukung NN dengan: <hashtag>
Sukses <username> mencptakan water park di DKI. Cuma sayang nya dia ambil air kafir..jadi yah ga seiman. Liar kemana2..! Tunggu bacot <username> Punggung tangan dengan jari telunjuk mengarah ke kiri <hashtag>
Kau bilang I Love Jokowi tapi sambil ngacung jari tengah ... kannn asyuuuu... .. !!! maaf sy ikutan uninstallbukalapak"
BANJIR HUJAN dan BANJIR ANGGARAN Akhirnya BERJALAN BERIRINGAN Nikmati Pilihan PEMIMPI(n)mu ??????????,1,"Berseteru Soal Sistem E-Budgeting Ini Beda Transparasi Anggaran Ahok dan Anies Baswedan <link> lewat <username>
Anies maunya Anggaran di buat berdasarkan ketersediaan dana masukin dana nya dulu belanja buat apaan belakangan . Ahok maunya kebutuhan lo apa tulis detail dananya ngikut .
Halo bung kemarin yang hina orang golput apa kabar? Sehatkan anda padahal golput kemaren lebih masuk logika loh dari pada yang trending saat ini . Golput dengan alasan bertemunya kedua calon? Entah itu calon apa . Hahahaha anda lucu bung Oh iya kasihan ya anda <hashtag>
Anies Sebut e-Budgeting Tidak Smart Ahok: Itu Baik Kalau Nggak Niat Maling <link> <hashtag> <hashtag> <hashtag> <hashtag>
<username> Ini lagi makin salah jelas2 itu anggaran buat 2020 skr 2019 aja blm beres bro bro mending lu bnyk istigfar deh
Untuk sukses memang membutuhkan waktu APA LAGI untuk gagal - Anda juga butuh waktu . Pilih yang mana?
Kita jangan mau dipecah belah oleh org2 yg punya agenda politik busuk ! Skrg saatnya kembali damai & saling merangkul . MERDEKA ! <hashtag>","Sebenarnya kalau dipikir ulang Anies itu baik loh Mencoba menepati janji kampanye . tidak akan ada penggusuran . Tidak menggusur = tidak normalisasi . Ya begini hasilnya .. banjirrrr guyss .. Pimpinan DPR Minta Anies Kebut Normalisasi <hashtag>
Alhamdulillah akhirnya nemu juga proyekan eang bisa bwat ngebantu ngabisin anggaran setelah program kembar sial oke dan oce hanyut kebawa banjir .. Lancar proyeknya Bahagia Pemprop nya Alhamdulillah <hashtag>
Hebat juga ya bapak <username> janji kampanye ditepati ... kolam besar dki Hidup bapak Anies .... hidup pendukungnya para kadrun
tidak salah sih menyuarakan pilihan politik nya . Tapi harus siap juga akan konsekuensi nya . jangan cm berani ucap tapi lalu koreksi seolah2 netizen bodoh .
Semakin yakin dengan pilihan 02 . Kubu petahana tidak bisa bermain sportif . Selamat jalan <username> team dan cara kerja
Urusan menghamburkan anggaran memang jagonya bahkan melebihi tata katanya .. Mungkin warga jkt 58 hanya bisa diam krna takut melawan sunatullah jika mengkritik pilihannya .. <hashtag>
Gubernur terbaik sejagat raya ... menangulangi banjir dengan beli TOA .. ??????<hashtag>"
Terkadang kita harus berfikir secerdik penipu dan bermain selicik pembunuh <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0,"Panik boleh goblok jangan <hashtag> . <hashtag> <hashtag> <hashtag> <username>
Kemaruk ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Ketika hal yang sangat rahasia ada dihadapan kita dan mau gak mau harus di buka . <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Waspada provokator jangan mau percaya berita yang sifatnya provokasi <hashtag> <hashtag> <hashtag> <hashtag>
Awas setang putar so ja ba jadi Fakta tapi di blg Hoax . Hahaba <hashtag> <hashtag> <hashtag>
Kejujuran akan menuai keberhasilan kebohongan akan menuai kehancuran menutupi kesalahan berarti kebodohan menghormati lawan pertanda pintar & cerdas.<hashtag>
Ya mereka teropsesi kemenangan sampai lupa kenyataan <hashtag> <hashtag> <hashtag> <hashtag>","Masa ia kami yang hanya duduk dan main hp saja jadi kena getah'a? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
menang karena Kecurangan <hashtag>
semua gara-gara orang berbudi pekerti yang baik (disana) gunung dan laut pun dijual !! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> @ lhokseumawe
Banyak orang yang terlalu pintar menilai orang lain tapi dia terlalu BODOH untuk menilai dirinya sendiri . <hashtag>
juara karena kecurangan <hashtag>
Jujur itu mahal makanya kebanyakan orang yang suka bohong itu tidak punya nilai jual (n) <hashtag>
kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax ."
<username> <username> <username> Karena baru masih g ngerti pat gulipat yg umum terjadi dan normal ya .,0,"<username> <username> <username> <username> Sekomplotan mana bisa lurus!!! Tinggal gimana kejaksaan &Polri nih .klu <username> takut
<username> <username> <username> <username> Yg baru yg diandalkan oleh rakyat .
<username> <username> <username> <username> Ishhh ishhh rasisnya kampungan kali
<username> <username> <username> <username> Kadrun Tolol Dibaca Itu . DKI jauh drun . 😋 <link>
<username> <username> <username> <username> <username> Di sini saya berbicara dalam konteks sebagai warga negara non… <link>
<username> <username> <username> <username> <username> <username> hahaha belum banyak bergaul dgn maling APBD 🤣
<username> <username> <username> <username> <username> Mungkin kmarenan dikira abok lem bang ibon 😂😂😘","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
<username> kan tukang ... dia ... racun membedakan psk online dan non online.. makanya hrs di giniin dulu baru tahu fox confirm ðÿ¤£ðÿ¤£ðÿ¤£
<username> Mantap.....bos sama jubir mulai tidak singkron nich.....satu bilang A satunya bilang B
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
<username> ini sebetulnya banyak di isi orang-orang pintar .. Pintar ngeles??
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>"
prabowo sudah tau kalah sejak dia klaim 62% dan hanya cara kerusuhan ini <hashtag> prabowo bisa menjadi presiden drama yang terstruktur dan sistematis . dengan cara menggiring opini publik <hashtag> <hashtag> <hashtag>,0,"untun prabowo kalah lagi dan lagi <hashtag>
<username> <username> Itu tanda Prabowo tidak ambisi harta klu berkuasa
Rakyat sudah cerdas tidak memilih prabowo kalo jadi presiden dikit2 nyuruh demo hancurlah bangsa ini <hashtag>
Menggelikan logika pendukung Jokowi baik timses maupun yang mengaku ilmuwan . Jokowi menyerang personal tidak dianggap negatif bahkan keunggulan Jokowi . Jokowi menyerang personal Prabowo dan ini satu kesalahan besar . Kelihatan aslinya ! <hashtag>
Alih-alih jadi oposisi setelah kalah bersaing melawan <username> <username> dan <username> justru bergabung dalam barisan pemerintah . Lobi politik seperti apa yang dilakukan Prabowo? Simak dalam collection ""Prabowo Dari Seteru ke Sekutu"" di <link> . <hashtag> <link>
<username> Insya Allah Prabowo Sandi menang aamiin
sudah tau kalah sekarang malah memaksa jokowi untuk turun memang nya kalian siapa ! kalian gak lebih dari sekedar anjing2nya prabowo ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>","Astaghfirulah prabowo Jumatan karna pilpres :P <hashtag>
selamat buat prabowo atas ganjarannya . ganjaran mempertahankan juara runner up di ajang pilpres 2019 dan 2014 . <hashtag> <hashtag>
Katanya pertemuan Prabowo dan Jokowi bertujuan untuk kebaikan bangsa . sekarang kok minta jatah kursi <hashtag> <hashtag>
Capres 01 sudah membuktikan prestasinya sebagai bandar hoax nasional .
Semoga terbaca oleh para elit politik BPN semua jajaran pendukung Prabowo yang mangkir dari faktanya dalang semua
Astaga Prabowo adalah capres hasil Ijtima Ulama lho kenapa sering ditanya jumatan di mana ? <hashtag>
ya setidaknya sifat pantang menyerah bapak prabowo untuk menduduki kursi istana etis diacungi jempol . terhitung dari 2004 daim rusak untuk jadi 'raja' istana"
